State,Year,Race,Gender,Age,Education,Current_Consumption,Previous_Year_Consumption,Current_Tax,Previous_Year_Tax
Louisiana,2016,Asian/Pacific Islander,Overall,All Ages,All Grades,,,2.09,1.87
Louisiana,2016,Hispanic,Overall,All Ages,All Grades,25.8,23.6,2.09,1.87
Louisiana,2016,White,Overall,All Ages,All Grades,22.6,22.3,2.09,1.87
Massachusetts,2013,African American,Overall,All Ages,All Grades,20.7,18.2,4.52,3.52
Massachusetts,2013,All Races,Female,18 to 44 Years,All Grades,16.9,17.7,4.52,3.52
Massachusetts,2013,All Races,Female,All Ages,All Grades,14.7,14.8,4.52,3.52
Massachusetts,2013,All Races,Male,All Ages,All Grades,18.7,18.0,4.52,3.52
Massachusetts,2013,All Races,Overall,18 to 24 Years,All Grades,19.7,17.7,4.52,3.52
Massachusetts,2013,All Races,Overall,25 to 44 Years,All Grades,19.0,20.9,4.52,3.52
Massachusetts,2013,All Races,Overall,45 to 64 Years,All Grades,17.1,16.3,4.52,3.52
Massachusetts,2013,All Races,Overall,65 Years and Older,All Grades,9.6,8.4,4.52,3.52
Massachusetts,2013,All Races,Overall,Age 20 and Older,12th Grade,24.0,23.6,4.52,3.52
Massachusetts,2013,All Races,Overall,Age 20 and Older,< 12th Grade,26.9,31.3,4.52,3.52
Massachusetts,2013,All Races,Overall,Age 20 and Older,> 12th Grade,12.2,11.7,4.52,3.52
Massachusetts,2013,All Races,Overall,Age 25 and Older,12th Grade,22.6,23.2,4.52,3.52
Massachusetts,2013,All Races,Overall,Age 25 and Older,< 12th Grade,26.6,29.0,4.52,3.52
Massachusetts,2013,All Races,Overall,Age 25 and Older,> 12th Grade,11.8,11.4,4.52,3.52
Massachusetts,2013,All Races,Overall,All Ages,All Grades,16.6,16.4,4.52,3.52
Massachusetts,2013,American Indian/Alaska Native,Overall,All Ages,All Grades,36.9,34.2,4.52,3.52
Massachusetts,2013,Asian/Pacific Islander,Overall,All Ages,All Grades,8.2,7.8,4.52,3.52
Massachusetts,2013,Hispanic,Overall,All Ages,All Grades,15.5,16.9,4.52,3.52
Massachusetts,2013,White,Overall,All Ages,All Grades,16.7,16.4,4.52,3.52
Minnesota,2012,African American,Overall,All Ages,All Grades,29.4,29.8,2.61,2.596
Minnesota,2012,All Races,Female,18 to 44 Years,All Grades,19.5,21.0,2.61,2.596
Minnesota,2012,All Races,Female,All Ages,All Grades,16.0,17.0,2.61,2.596
Minnesota,2012,All Races,Male,All Ages,All Grades,21.7,21.2,2.61,2.596
Minnesota,2012,All Races,Overall,18 to 24 Years,All Grades,20.6,24.7,2.61,2.596
Minnesota,2012,All Races,Overall,25 to 44 Years,All Grades,24.2,22.7,2.61,2.596
Minnesota,2012,All Races,Overall,45 to 64 Years,All Grades,18.3,18.9,2.61,2.596
Minnesota,2012,All Races,Overall,65 Years and Older,All Grades,8.8,8.6,2.61,2.596
Minnesota,2012,All Races,Overall,Age 20 and Older,12th Grade,25.9,25.3,2.61,2.596
Minnesota,2012,All Races,Overall,Age 20 and Older,< 12th Grade,34.8,32.9,2.61,2.596
Minnesota,2012,All Races,Overall,Age 20 and Older,> 12th Grade,14.5,14.9,2.61,2.596
Minnesota,2012,All Races,Overall,Age 25 and Older,12th Grade,24.7,23.6,2.61,2.596
Minnesota,2012,All Races,Overall,Age 25 and Older,< 12th Grade,33.6,31.8,2.61,2.596
Minnesota,2012,All Races,Overall,Age 25 and Older,> 12th Grade,14.3,14.4,2.61,2.596
Minnesota,2012,All Races,Overall,All Ages,All Grades,18.8,19.1,2.61,2.596
Minnesota,2012,American Indian/Alaska Native,Overall,All Ages,All Grades,34.4,47.1,2.61,2.596
Minnesota,2012,Asian/Pacific Islander,Overall,All Ages,All Grades,10.5,13.7,2.61,2.596
Minnesota,2012,Hispanic,Overall,All Ages,All Grades,18.5,20.1,2.61,2.596
Minnesota,2012,White,Overall,All Ages,All Grades,18.0,18.2,2.61,2.596
Minnesota,2013,African American,Overall,All Ages,All Grades,22.2,29.4,4.333,2.61
Minnesota,2013,All Races,Female,18 to 44 Years,All Grades,20.6,19.5,4.333,2.61
Minnesota,2013,All Races,Female,All Ages,All Grades,16.7,16.0,4.333,2.61
Minnesota,2013,All Races,Male,All Ages,All Grades,19.4,21.7,4.333,2.61
Minnesota,2013,All Races,Overall,18 to 24 Years,All Grades,21.9,20.6,4.333,2.61
Minnesota,2013,All Races,Overall,25 to 44 Years,All Grades,21.5,24.2,4.333,2.61
Minnesota,2013,All Races,Overall,45 to 64 Years,All Grades,18.0,18.3,4.333,2.61
Minnesota,2013,All Races,Overall,65 Years and Older,All Grades,9.3,8.8,4.333,2.61
Minnesota,2013,All Races,Overall,Age 20 and Older,12th Grade,23.9,25.9,4.333,2.61
Minnesota,2013,All Races,Overall,Age 20 and Older,< 12th Grade,33.4,34.8,4.333,2.61
Minnesota,2013,All Races,Overall,Age 20 and Older,> 12th Grade,13.9,14.5,4.333,2.61
Minnesota,2013,All Races,Overall,Age 25 and Older,12th Grade,22.3,24.7,4.333,2.61
Minnesota,2013,All Races,Overall,Age 25 and Older,< 12th Grade,32.1,33.6,4.333,2.61
Minnesota,2013,All Races,Overall,Age 25 and Older,> 12th Grade,13.7,14.3,4.333,2.61
Minnesota,2013,All Races,Overall,All Ages,All Grades,18.0,18.8,4.333,2.61
Minnesota,2013,American Indian/Alaska Native,Overall,All Ages,All Grades,47.2,34.4,4.333,2.61
Minnesota,2013,Asian/Pacific Islander,Overall,All Ages,All Grades,6.3,10.5,4.333,2.61
Minnesota,2013,Hispanic,Overall,All Ages,All Grades,16.9,18.5,4.333,2.61
Minnesota,2013,White,Overall,All Ages,All Grades,18.0,18.0,4.333,2.61
Minnesota,2014,African American,Overall,All Ages,All Grades,22.3,22.2,4.352,4.333
Minnesota,2014,All Races,Female,18 to 44 Years,All Grades,17.0,20.6,4.352,4.333
Minnesota,2014,All Races,Female,All Ages,All Grades,14.8,16.7,4.352,4.333
Minnesota,2014,All Races,Male,All Ages,All Grades,17.9,19.4,4.352,4.333
Minnesota,2014,All Races,Overall,18 to 24 Years,All Grades,16.0,21.9,4.352,4.333
Minnesota,2014,All Races,Overall,25 to 44 Years,All Grades,20.6,21.5,4.352,4.333
Minnesota,2014,All Races,Overall,45 to 64 Years,All Grades,16.7,18.0,4.352,4.333
Minnesota,2014,All Races,Overall,65 Years and Older,All Grades,8.1,9.3,4.352,4.333
Minnesota,2014,All Races,Overall,Age 20 and Older,12th Grade,24.5,23.9,4.352,4.333
Minnesota,2014,All Races,Overall,Age 20 and Older,< 12th Grade,28.9,33.4,4.352,4.333
Minnesota,2014,All Races,Overall,Age 20 and Older,> 12th Grade,12.0,13.9,4.352,4.333
Minnesota,2014,All Races,Overall,Age 25 and Older,12th Grade,23.4,22.3,4.352,4.333
Minnesota,2014,All Races,Overall,Age 25 and Older,< 12th Grade,27.8,32.1,4.352,4.333
Minnesota,2014,All Races,Overall,Age 25 and Older,> 12th Grade,12.2,13.7,4.352,4.333
Minnesota,2014,All Races,Overall,All Ages,All Grades,16.3,18.0,4.352,4.333
Minnesota,2014,American Indian/Alaska Native,Overall,All Ages,All Grades,38.6,47.2,4.352,4.333
Minnesota,2014,Asian/Pacific Islander,Overall,All Ages,All Grades,9.8,6.3,4.352,4.333
Minnesota,2014,Hispanic,Overall,All Ages,All Grades,14.3,16.9,4.352,4.333
Minnesota,2014,White,Overall,All Ages,All Grades,15.9,18.0,4.352,4.333
Minnesota,2015,African American,Overall,All Ages,All Grades,21.0,22.3,4.436,4.352
Minnesota,2015,All Races,Female,18 to 44 Years,All Grades,17.2,17.0,4.436,4.352
Minnesota,2015,All Races,Female,All Ages,All Grades,14.8,14.8,4.436,4.352
Minnesota,2015,All Races,Male,All Ages,All Grades,17.6,17.9,4.436,4.352
Minnesota,2015,All Races,Overall,18 to 24 Years,All Grades,17.3,16.0,4.436,4.352
Minnesota,2015,All Races,Overall,25 to 44 Years,All Grades,19.9,20.6,4.436,4.352
Minnesota,2015,All Races,Overall,45 to 64 Years,All Grades,17.2,16.7,4.436,4.352
Minnesota,2015,All Races,Overall,65 Years and Older,All Grades,7.4,8.1,4.436,4.352
Minnesota,2015,All Races,Overall,Age 20 and Older,12th Grade,22.8,24.5,4.436,4.352
Minnesota,2015,All Races,Overall,Age 20 and Older,< 12th Grade,36.8,28.9,4.436,4.352
Minnesota,2015,All Races,Overall,Age 20 and Older,> 12th Grade,11.6,12.0,4.436,4.352
Minnesota,2015,All Races,Overall,Age 25 and Older,12th Grade,22.2,23.4,4.436,4.352
Minnesota,2015,All Races,Overall,Age 25 and Older,< 12th Grade,34.7,27.8,4.436,4.352
Minnesota,2015,All Races,Overall,Age 25 and Older,> 12th Grade,11.5,12.2,4.436,4.352
Minnesota,2015,All Races,Overall,All Ages,All Grades,16.2,16.3,4.436,4.352
Minnesota,2015,American Indian/Alaska Native,Overall,All Ages,All Grades,38.1,38.6,4.436,4.352
Minnesota,2015,Asian/Pacific Islander,Overall,All Ages,All Grades,8.3,9.8,4.436,4.352
Minnesota,2015,Hispanic,Overall,All Ages,All Grades,16.8,14.3,4.436,4.352
Minnesota,2015,White,Overall,All Ages,All Grades,15.7,15.9,4.436,4.352
Minnesota,2016,African American,Overall,All Ages,All Grades,18.1,21.0,4.553,4.436
Minnesota,2016,All Races,Female,18 to 44 Years,All Grades,16.0,17.2,4.553,4.436
Minnesota,2016,All Races,Female,All Ages,All Grades,13.9,14.8,4.553,4.436
Minnesota,2016,All Races,Male,All Ages,All Grades,16.6,17.6,4.553,4.436
Minnesota,2016,All Races,Overall,18 to 24 Years,All Grades,12.6,17.3,4.553,4.436
Minnesota,2016,All Races,Overall,25 to 44 Years,All Grades,19.2,19.9,4.553,4.436
Minnesota,2016,All Races,Overall,45 to 64 Years,All Grades,16.4,17.2,4.553,4.436
Minnesota,2016,All Races,Overall,65 Years and Older,All Grades,8.1,7.4,4.553,4.436
Minnesota,2016,All Races,Overall,Age 20 and Older,12th Grade,22.9,22.8,4.553,4.436
Minnesota,2016,All Races,Overall,Age 20 and Older,< 12th Grade,28.7,36.8,4.553,4.436
Minnesota,2016,All Races,Overall,Age 20 and Older,> 12th Grade,11.2,11.6,4.553,4.436
Minnesota,2016,All Races,Overall,Age 25 and Older,12th Grade,22.3,22.2,4.553,4.436
Minnesota,2016,All Races,Overall,Age 25 and Older,< 12th Grade,28.0,34.7,4.553,4.436
Minnesota,2016,All Races,Overall,Age 25 and Older,> 12th Grade,11.6,11.5,4.553,4.436
Minnesota,2016,All Races,Overall,All Ages,All Grades,15.2,16.2,4.553,4.436
Minnesota,2016,American Indian/Alaska Native,Overall,All Ages,All Grades,38.9,38.1,4.553,4.436
Minnesota,2016,Asian/Pacific Islander,Overall,All Ages,All Grades,9.0,8.3,4.553,4.436
Minnesota,2016,Hispanic,Overall,All Ages,All Grades,13.3,16.8,4.553,4.436
Minnesota,2016,White,Overall,All Ages,All Grades,15.0,15.7,4.553,4.436
Minnesota,2017,African American,Overall,All Ages,All Grades,19.3,18.1,4.6,4.553
Minnesota,2017,All Races,Female,18 to 44 Years,All Grades,14.2,16.0,4.6,4.553
Minnesota,2017,All Races,Female,All Ages,All Grades,12.8,13.9,4.6,4.553
Minnesota,2017,All Races,Male,All Ages,All Grades,16.3,16.6,4.6,4.553
Minnesota,2017,All Races,Overall,18 to 24 Years,All Grades,12.1,12.6,4.6,4.553
Minnesota,2017,All Races,Overall,25 to 44 Years,All Grades,17.7,19.2,4.6,4.553
Minnesota,2017,All Races,Overall,45 to 64 Years,All Grades,16.0,16.4,4.6,4.553
Minnesota,2017,All Races,Overall,65 Years and Older,All Grades,8.3,8.1,4.6,4.553
Minnesota,2017,All Races,Overall,Age 20 and Older,12th Grade,21.5,22.9,4.6,4.553
Minnesota,2017,All Races,Overall,Age 20 and Older,< 12th Grade,28.3,28.7,4.6,4.553
Minnesota,2017,All Races,Overall,Age 20 and Older,> 12th Grade,10.9,11.2,4.6,4.553
Minnesota,2017,All Races,Overall,Age 25 and Older,12th Grade,21.6,22.3,4.6,4.553
Minnesota,2017,All Races,Overall,Age 25 and Older,< 12th Grade,27.2,28.0,4.6,4.553
Minnesota,2017,All Races,Overall,Age 25 and Older,> 12th Grade,11.1,11.6,4.6,4.553
Minnesota,2017,All Races,Overall,All Ages,All Grades,14.5,15.2,4.6,4.553
Minnesota,2017,American Indian/Alaska Native,Overall,All Ages,All Grades,38.1,38.9,4.6,4.553
Minnesota,2017,Asian/Pacific Islander,Overall,All Ages,All Grades,8.5,9.0,4.6,4.553
Minnesota,2017,Hispanic,Overall,All Ages,All Grades,15.7,13.3,4.6,4.553
Minnesota,2017,White,Overall,All Ages,All Grades,14.0,15.0,4.6,4.553
Minnesota,2018,African American,Overall,All Ages,All Grades,21.4,19.3,4.624,4.6
Minnesota,2018,All Races,Female,18 to 44 Years,All Grades,15.7,14.2,4.624,4.6
Minnesota,2018,All Races,Female,All Ages,All Grades,13.5,12.8,4.624,4.6
Minnesota,2018,All Races,Male,All Ages,All Grades,16.8,16.3,4.624,4.6
Minnesota,2018,All Races,Overall,18 to 24 Years,All Grades,14.0,12.1,4.624,4.6
Minnesota,2018,All Races,Overall,25 to 44 Years,All Grades,19.9,17.7,4.624,4.6
Minnesota,2018,All Races,Overall,45 to 64 Years,All Grades,15.1,16.0,4.624,4.6
Minnesota,2018,All Races,Overall,65 Years and Older,All Grades,8.3,8.3,4.624,4.6
Minnesota,2018,All Races,Overall,Age 20 and Older,12th Grade,23.7,21.5,4.624,4.6
Minnesota,2018,All Races,Overall,Age 20 and Older,< 12th Grade,29.8,28.3,4.624,4.6
Minnesota,2018,All Races,Overall,Age 20 and Older,> 12th Grade,10.9,10.9,4.624,4.6
Minnesota,2018,All Races,Overall,Age 25 and Older,12th Grade,23.1,21.6,4.624,4.6
Minnesota,2018,All Races,Overall,Age 25 and Older,< 12th Grade,27.5,27.2,4.624,4.6
Minnesota,2018,All Races,Overall,Age 25 and Older,> 12th Grade,11.3,11.1,4.624,4.6
Minnesota,2018,All Races,Overall,All Ages,All Grades,15.1,14.5,4.624,4.6
Minnesota,2018,American Indian/Alaska Native,Overall,All Ages,All Grades,49.3,38.1,4.624,4.6
Minnesota,2018,Asian/Pacific Islander,Overall,All Ages,All Grades,10.2,8.5,4.624,4.6
Minnesota,2018,Hispanic,Overall,All Ages,All Grades,13.6,15.7,4.624,4.6
Minnesota,2018,White,Overall,All Ages,All Grades,14.6,14.0,4.624,4.6
Minnesota,2019,African American,Overall,All Ages,All Grades,18.1,21.4,4.638,4.624
Minnesota,2019,All Races,Female,18 to 44 Years,All Grades,14.2,15.7,4.638,4.624
Minnesota,2019,All Races,Female,All Ages,All Grades,13.0,13.5,4.638,4.624
Minnesota,2019,All Races,Male,All Ages,All Grades,16.3,16.8,4.638,4.624
Minnesota,2019,All Races,Overall,18 to 24 Years,All Grades,9.2,14.0,4.638,4.624
Minnesota,2019,All Races,Overall,25 to 44 Years,All Grades,18.5,19.9,4.638,4.624
Minnesota,2019,All Races,Overall,45 to 64 Years,All Grades,16.9,15.1,4.638,4.624
Minnesota,2019,All Races,Overall,65 Years and Older,All Grades,8.1,8.3,4.638,4.624
Minnesota,2019,All Races,Overall,Age 20 and Older,12th Grade,22.9,23.7,4.638,4.624
Minnesota,2019,All Races,Overall,Age 20 and Older,< 12th Grade,33.0,29.8,4.638,4.624
Minnesota,2019,All Races,Overall,Age 20 and Older,> 12th Grade,10.5,10.9,4.638,4.624
Minnesota,2019,All Races,Overall,Age 25 and Older,12th Grade,23.3,23.1,4.638,4.624
Minnesota,2019,All Races,Overall,Age 25 and Older,< 12th Grade,33.4,27.5,4.638,4.624
Minnesota,2019,All Races,Overall,Age 25 and Older,> 12th Grade,10.8,11.3,4.638,4.624
Minnesota,2019,All Races,Overall,All Ages,All Grades,14.6,15.1,4.638,4.624
Minnesota,2019,American Indian/Alaska Native,Overall,All Ages,All Grades,36.1,49.3,4.638,4.624
Minnesota,2019,Asian/Pacific Islander,Overall,All Ages,All Grades,13.7,10.2,4.638,4.624
Minnesota,2019,Hispanic,Overall,All Ages,All Grades,13.8,13.6,4.638,4.624
Minnesota,2019,White,Overall,All Ages,All Grades,14.0,14.6,4.638,4.624
Nevada,2015,African American,Overall,All Ages,All Grades,27.4,24.6,2.81,1.81
Nevada,2015,All Races,Female,18 to 44 Years,All Grades,14.7,13.2,2.81,1.81
Nevada,2015,All Races,Female,All Ages,All Grades,14.6,13.7,2.81,1.81
Nevada,2015,All Races,Male,All Ages,All Grades,20.5,20.2,2.81,1.81
Nevada,2015,All Races,Overall,18 to 24 Years,All Grades,13.8,17.3,2.81,1.81
Nevada,2015,All Races,Overall,25 to 44 Years,All Grades,23.2,18.6,2.81,1.81
Nevada,2015,All Races,Overall,45 to 64 Years,All Grades,15.8,17.5,2.81,1.81
Nevada,2015,All Races,Overall,65 Years and Older,All Grades,12.3,12.6,2.81,1.81
Nevada,2015,All Races,Overall,Age 20 and Older,12th Grade,20.5,24.0,2.81,1.81
Nevada,2015,All Races,Overall,Age 20 and Older,< 12th Grade,20.1,23.5,2.81,1.81
Nevada,2015,All Races,Overall,Age 20 and Older,> 12th Grade,15.9,11.9,2.81,1.81
Nevada,2015,All Races,Overall,Age 25 and Older,12th Grade,20.8,23.8,2.81,1.81
Nevada,2015,All Races,Overall,Age 25 and Older,< 12th Grade,19.6,22.0,2.81,1.81
Nevada,2015,All Races,Overall,Age 25 and Older,> 12th Grade,16.2,11.8,2.81,1.81
Nevada,2015,All Races,Overall,All Ages,All Grades,17.5,17.0,2.81,1.81
Nevada,2015,American Indian/Alaska Native,Overall,All Ages,All Grades,,34.8,2.81,1.81
Nevada,2015,Asian/Pacific Islander,Overall,All Ages,All Grades,17.2,12.1,2.81,1.81
Nevada,2015,Hispanic,Overall,All Ages,All Grades,14.3,15.8,2.81,1.81
Nevada,2015,White,Overall,All Ages,All Grades,17.5,17.2,2.81,1.81
New Hampshire,2013,African American,Overall,All Ages,All Grades,,,2.79,2.69
New Hampshire,2013,All Races,Female,18 to 44 Years,All Grades,21.2,17.4,2.79,2.69
New Hampshire,2013,All Races,Female,All Ages,All Grades,15.8,14.5,2.79,2.69
New Hampshire,2013,All Races,Male,All Ages,All Grades,16.7,20.0,2.79,2.69
New Hampshire,2013,All Races,Overall,18 to 24 Years,All Grades,17.7,19.5,2.79,2.69
New Hampshire,2013,All Races,Overall,25 to 44 Years,All Grades,21.5,24.1,2.79,2.69
New Hampshire,2013,All Races,Overall,45 to 64 Years,All Grades,16.4,16.3,2.79,2.69
New Hampshire,2013,All Races,Overall,65 Years and Older,All Grades,7.1,6.9,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 20 and Older,12th Grade,24.0,24.1,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 20 and Older,< 12th Grade,34.9,39.7,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 20 and Older,> 12th Grade,10.8,11.0,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 25 and Older,12th Grade,22.5,23.0,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 25 and Older,< 12th Grade,34.7,37.4,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 25 and Older,> 12th Grade,10.5,11.3,2.79,2.69
New Hampshire,2013,All Races,Overall,All Ages,All Grades,16.2,17.2,2.79,2.69
New Hampshire,2013,American Indian/Alaska Native,Overall,All Ages,All Grades,,,2.79,2.69
New Hampshire,2013,Asian/Pacific Islander,Overall,All Ages,All Grades,,5.1,2.79,2.69
New Hampshire,2013,Hispanic,Overall,All Ages,All Grades,19.8,11.1,2.79,2.69
New Hampshire,2013,White,Overall,All Ages,All Grades,16.0,17.1,2.79,2.69
New Mexico,2019,African American,Overall,All Ages,All Grades,19.3,16.1,3.01,2.67
New Mexico,2019,All Races,Female,18 to 44 Years,All Grades,15.6,11.7,3.01,2.67
New Mexico,2019,All Races,Female,All Ages,All Grades,13.8,13.2,3.01,2.67
New Mexico,2019,All Races,Male,All Ages,All Grades,18.3,17.3,3.01,2.67
New Mexico,2019,All Races,Overall,18 to 24 Years,All Grades,17.7,12.0,3.01,2.67
New Mexico,2019,All Races,Overall,25 to 44 Years,All Grades,19.3,17.1,3.01,2.67
New Mexico,2019,All Races,Overall,45 to 64 Years,All Grades,17.2,18.6,3.01,2.67
New Mexico,2019,All Races,Overall,65 Years and Older,All Grades,9.0,9.4,3.01,2.67
New Mexico,2019,All Races,Overall,Age 20 and Older,12th Grade,19.4,19.6,3.01,2.67
New Mexico,2019,All Races,Overall,Age 20 and Older,< 12th Grade,25.1,24.5,3.01,2.67
New Mexico,2019,All Races,Overall,Age 20 and Older,> 12th Grade,12.4,11.1,3.01,2.67
New Mexico,2019,All Races,Overall,Age 25 and Older,12th Grade,19.5,19.0,3.01,2.67
New Mexico,2019,All Races,Overall,Age 25 and Older,< 12th Grade,24.0,24.7,3.01,2.67
New Mexico,2019,All Races,Overall,Age 25 and Older,> 12th Grade,12.1,11.7,3.01,2.67
New Mexico,2019,All Races,Overall,All Ages,All Grades,16.0,15.2,3.01,2.67
New Mexico,2019,American Indian/Alaska Native,Overall,All Ages,All Grades,12.2,17.3,3.01,2.67
New Mexico,2019,Asian/Pacific Islander,Overall,All Ages,All Grades,,,3.01,2.67
New Mexico,2019,Hispanic,Overall,All Ages,All Grades,17.0,15.6,3.01,2.67
New Mexico,2019,White,Overall,All Ages,All Grades,15.3,14.7,3.01,2.67
Ohio,2015,African American,Overall,All Ages,All Grades,28.2,22.0,2.61,2.26
Ohio,2015,All Races,Female,18 to 44 Years,All Grades,24.3,24.1,2.61,2.26
Ohio,2015,All Races,Female,All Ages,All Grades,20.2,20.4,2.61,2.26
Ohio,2015,All Races,Male,All Ages,All Grades,23.1,21.7,2.61,2.26
Ohio,2015,All Races,Overall,18 to 24 Years,All Grades,22.2,19.2,2.61,2.26
Ohio,2015,All Races,Overall,25 to 44 Years,All Grades,26.8,27.2,2.61,2.26
Ohio,2015,All Races,Overall,45 to 64 Years,All Grades,23.6,22.4,2.61,2.26
Ohio,2015,All Races,Overall,65 Years and Older,All Grades,9.9,10.2,2.61,2.26
Ohio,2015,All Races,Overall,Age 20 and Older,12th Grade,24.5,25.8,2.61,2.26
Ohio,2015,All Races,Overall,Age 20 and Older,< 12th Grade,44.8,42.1,2.61,2.26
Ohio,2015,All Races,Overall,Age 20 and Older,> 12th Grade,15.6,14.6,2.61,2.26
Ohio,2015,All Races,Overall,Age 25 and Older,12th Grade,24.2,25.5,2.61,2.26
Ohio,2015,All Races,Overall,Age 25 and Older,< 12th Grade,42.9,39.9,2.61,2.26
Ohio,2015,All Races,Overall,Age 25 and Older,> 12th Grade,15.7,14.6,2.61,2.26
Ohio,2015,All Races,Overall,All Ages,All Grades,21.6,21.0,2.61,2.26
Ohio,2015,American Indian/Alaska Native,Overall,All Ages,All Grades,37.1,31.5,2.61,2.26
Ohio,2015,Asian/Pacific Islander,Overall,All Ages,All Grades,8.8,15.4,2.61,2.26
Ohio,2015,Hispanic,Overall,All Ages,All Grades,29.2,20.8,2.61,2.26
Ohio,2015,White,Overall,All Ages,All Grades,20.4,20.7,2.61,2.26
Oklahoma,2018,African American,Overall,All Ages,All Grades,21.0,18.8,3.04,2.04
Oklahoma,2018,All Races,Female,18 to 44 Years,All Grades,18.4,22.6,3.04,2.04
Oklahoma,2018,All Races,Female,All Ages,All Grades,17.2,19.2,3.04,2.04
Oklahoma,2018,All Races,Male,All Ages,All Grades,22.2,21.2,3.04,2.04
Oklahoma,2018,All Races,Overall,18 to 24 Years,All Grades,17.3,20.9,3.04,2.04
Oklahoma,2018,All Races,Overall,25 to 44 Years,All Grades,21.7,25.3,3.04,2.04
Oklahoma,2018,All Races,Overall,45 to 64 Years,All Grades,23.7,20.8,3.04,2.04
Oklahoma,2018,All Races,Overall,65 Years and Older,All Grades,11.7,10.1,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 20 and Older,12th Grade,23.6,24.7,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 20 and Older,< 12th Grade,33.9,35.6,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 20 and Older,> 12th Grade,15.0,15.0,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 25 and Older,12th Grade,23.0,25.1,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 25 and Older,< 12th Grade,33.8,32.9,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 25 and Older,> 12th Grade,15.4,14.5,3.04,2.04
Oklahoma,2018,All Races,Overall,All Ages,All Grades,19.7,20.1,3.04,2.04
Oklahoma,2018,American Indian/Alaska Native,Overall,All Ages,All Grades,21.7,29.7,3.04,2.04
Oklahoma,2018,Asian/Pacific Islander,Overall,All Ages,All Grades,13.0,19.5,3.04,2.04
Oklahoma,2018,Hispanic,Overall,All Ages,All Grades,11.6,19.5,3.04,2.04
Oklahoma,2018,White,Overall,All Ages,All Grades,19.8,18.9,3.04,2.04
Oregon,2014,African American,Overall,All Ages,All Grades,,,2.32,2.19
Oregon,2014,All Races,Female,18 to 44 Years,All Grades,19.7,18.2,2.32,2.19
Oregon,2014,All Races,Female,All Ages,All Grades,15.8,16.0,2.32,2.19
Oregon,2014,All Races,Male,All Ages,All Grades,18.2,18.7,2.32,2.19
Oregon,2014,All Races,Overall,18 to 24 Years,All Grades,17.5,18.0,2.32,2.19
Oregon,2014,All Races,Overall,25 to 44 Years,All Grades,20.8,20.8,2.32,2.19
Oregon,2014,All Races,Overall,45 to 64 Years,All Grades,18.2,19.0,2.32,2.19
Oregon,2014,All Races,Overall,65 Years and Older,All Grades,8.6,8.0,2.32,2.19
Oregon,2014,All Races,Overall,Age 20 and Older,12th Grade,23.7,24.8,2.32,2.19
Oregon,2014,All Races,Overall,Age 20 and Older,< 12th Grade,32.8,35.7,2.32,2.19
Oregon,2014,All Races,Overall,Age 20 and Older,> 12th Grade,12.3,12.2,2.32,2.19
Oregon,2014,All Races,Overall,Age 25 and Older,12th Grade,22.2,23.4,2.32,2.19
Oregon,2014,All Races,Overall,Age 25 and Older,< 12th Grade,33.8,34.5,2.32,2.19
Oregon,2014,All Races,Overall,Age 25 and Older,> 12th Grade,12.4,12.1,2.32,2.19
Oregon,2014,All Races,Overall,All Ages,All Grades,17.0,17.3,2.32,2.19
Oregon,2014,American Indian/Alaska Native,Overall,All Ages,All Grades,,,2.32,2.19
Oregon,2014,Asian/Pacific Islander,Overall,All Ages,All Grades,11.5,8.5,2.32,2.19
Oregon,2014,Hispanic,Overall,All Ages,All Grades,12.7,18.0,2.32,2.19
Oregon,2014,White,Overall,All Ages,All Grades,17.1,16.9,2.32,2.19
Oregon,2016,African American,Overall,All Ages,All Grades,,30.7,2.33,2.32
Oregon,2016,All Races,Female,18 to 44 Years,All Grades,15.5,19.7,2.33,2.32
Oregon,2016,All Races,Female,All Ages,All Grades,14.4,16.3,2.33,2.32
Oregon,2016,All Races,Male,All Ages,All Grades,18.1,17.9,2.33,2.32
Oregon,2016,All Races,Overall,18 to 24 Years,All Grades,15.1,19.1,2.33,2.32
Oregon,2016,All Races,Overall,25 to 44 Years,All Grades,19.0,19.9,2.33,2.32
Oregon,2016,All Races,Overall,45 to 64 Years,All Grades,19.3,18.8,2.33,2.32
Oregon,2016,All Races,Overall,65 Years and Older,All Grades,7.8,8.9,2.33,2.32
Oregon,2016,All Races,Overall,Age 20 and Older,12th Grade,22.4,22.9,2.33,2.32
Oregon,2016,All Races,Overall,Age 20 and Older,< 12th Grade,32.2,33.9,2.33,2.32
Oregon,2016,All Races,Overall,Age 20 and Older,> 12th Grade,11.8,12.4,2.33,2.32
Oregon,2016,All Races,Overall,Age 25 and Older,12th Grade,22.8,22.7,2.33,2.32
